Frame,Class,Count,Avg_Area,Avg_Brightness
141,Dead Cells,160,65.475,101.07993480477003
141,Debris,7,19.571428571428573,135.4749185576734
142,Seed Cells,1112,78.2158273381295,125.80352106401897
142,Fixed Cells,969,87.24148606811146,115.61204999466045
142,Dead Cells,162,65.4074074074074,100.79014061941446
142,Debris,5,20.2,135.7634079929732
143,Seed Cells,1092,77.1007326007326,125.90448641593781
143,Fixed Cells,957,86.32915360501568,115.6990345885443
143,Dead Cells,157,65.05095541401273,101.79824570871125
143,Debris,7,19.428571428571427,129.18072383103438
144,Seed Cells,1103,77.77334542157752,125.69493654777017
144,Fixed Cells,962,85.93035343035343,115.62423765489646
144,Dead Cells,157,65.75796178343948,101.29995368356049
144,Debris,7,19.0,127.13959902142675
145,Seed Cells,1105,77.83619909502262,125.65732064835224
145,Fixed Cells,981,84.89704383282366,115.54051690330759
145,Dead Cells,148,65.44594594594595,101.04364912898708
145,Debris,6,18.833333333333332,127.9266414141414
146,Seed Cells,1595,84.92915360501567,122.83510636391726
146,Fixed Cells,8,64.375,115.94711233358254
146,Dead Cells,630,67.84285714285714,111.29400903647165
146,Debris,7,17.714285714285715,130.22258721670485
147,Seed Cells,1575,85.16825396825396,122.8472703628618
147,Fixed Cells,10,77.0,119.77747671102057
147,Dead Cells,642,67.6822429906542,111.32438393412615
147,Debris,4,21.0,121.29123376623377
148,Seed Cells,1574,85.57623888182974,122.90044120012986
148,Fixed Cells,6,36.166666666666664,114.72253664609475
148,Dead Cells,637,67.59026687598116,111.51038854619489
148,Debris,8,18.25,129.34576317967378
149,Seed Cells,1609,84.75015537600994,122.70468696873836
149,Fixed Cells,8,70.375,116.89366594838704
149,Dead Cells,617,66.09886547811993,111.42744486015225
149,Debris,5,19.8,130.49924007880662
150,Seed Cells,1610,84.5080745341615,122.5263172548688
150,Fixed Cells,7,45.42857142857143,114.56988713434092
150,Dead Cells,624,67.3173076923077,110.68437943756336
150,Debris,5,19.6,126.22208556149732
151,Seed Cells,1592,85.16520100502512,122.47986831532042
151,Fixed Cells,7,57.142857142857146,115.0176370095668
151,Dead Cells,626,67.40575079872204,110.69257531819017
151,Debris,8,17.375,127.35416666666666
152,Seed Cells,1603,84.3150343106675,122.51640430388558
152,Fixed Cells,7,67.0,114.11679592505807
152,Dead Cells,641,66.02028081123245,110.6664250054404
152,Debris,6,19.166666666666668,120.16650480367586
153,Seed Cells,1611,84.46244568590937,122.4382104414604
153,Fixed Cells,7,66.85714285714286,116.0821075447174
153,Dead Cells,636,66.01572327044025,110.76148941419723
153,Debris,7,20.142857142857142,117.89882010220356
154,Seed Cells,1565,85.10287539936103,122.45841387823957
154,Fixed Cells,7,68.42857142857143,113.5333408321435
154,Dead Cells,639,66.80438184663537,110.66925930633911
154,Debris,8,19.5,119.15593113940153
155,Seed Cells,1583,84.55969677826911,122.58008257947348
155,Fixed Cells,6,63.666666666666664,115.80661083554219
155,Dead Cells,655,66.12671755725191,110.77251158525542
155,Debris,8,18.25,130.58089709568037
156,Seed Cells,1567,83.9055520102106,122.69069802110924
156,Fixed Cells,11,46.18181818181818,117.90523075437605
156,Dead Cells,649,66.36517719568567,110.71436632317325
156,Debris,8,19.625,123.62435966810966
157,Seed Cells,1597,83.98747651847214,122.40145179912655
157,Fixed Cells,6,54.166666666666664,119.27140855015416
157,Dead Cells,652,66.1978527607362,110.85595421271891
157,Debris,3,19.0,127.03968253968253
158,Seed Cells,1594,84.24592220828106,122.42386533761766
158,Fixed Cells,6,56.5,111.58900133854779
158,Dead Cells,631,65.83676703645008,110.76085751628382
158,Debris,3,20.0,144.28867623604467
159,Seed Cells,1586,84.0952080706179,122.3708770486343
159,Fixed Cells,6,68.66666666666667,114.04050467193542
159,Dead Cells,648,65.97685185185185,110.51249577100234
159,Debris,9,18.444444444444443,128.58408595761534
160,Seed Cells,1582,84.54298356510746,122.40370184682274
160,Fixed Cells,9,53.22222222222222,119.04839114216497
160,Dead Cells,649,66.09553158705701,110.53135534038981
160,Debris,10,19.6,128.7515675329143
161,Seed Cells,1568,83.51211734693878,122.48687126650694
161,Fixed Cells,9,66.11111111111111,117.32559235572315
161,Dead Cells,641,65.67238689547582,110.48524365639153
161,Debris,7,19.571428571428573,125.94562162983213
